code,presence,cross_industry_name,life_science_name,retail_name,level,name_match,category
8.6.3.6,CI LS RT,Approve change/release deployment,Approve change/release deployment,Approve change/release deployment,4,ALL_IDENTICAL,UNIVERSAL
8.6.3.7,CI LS RT,Document IT change/release outcome,Document IT change/release outcome,Document IT change/release outcome,4,ALL_IDENTICAL,UNIVERSAL
8.6.4,CI LS RT,Implement technology solutions,Implement technology solutions,Implement technology solutions,3,ALL_IDENTICAL,UNIVERSAL
8.6.4.1,CI LS RT,Confirm hardware/software operational status,Confirm hardware/software operational status,Confirm hardware/software operational status,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.2,CI LS RT,Confirm operational availability,Confirm operational availability,Confirm operational availability,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.3,CI LS RT,Execute internal IT implementation plan,Execute internal IT implementation plan,Execute internal IT implementation plan,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.4,CI LS RT,Confirm implementation completion,Confirm implementation completion,Confirm implementation completion,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.5,CI LS RT,Implement software change/release,Implement software change/release,Implement software change/release,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.6,CI LS RT,Perform post-installation testing,Perform post-installation testing,Perform post-installation testing,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.7,CI LS RT,Distribute software components network-wide,Distribute software components network-wide,Distribute software components network-wide,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.8,CI LS RT,Verify change/release implementation success,Verify change/release implementation success,Verify change/release implementation success,4,ALL_IDENTICAL,UNIVERSAL
8.6.4.9,CI LS RT,Execute roll-back plan,Execute roll-back plan,Execute roll-back plan,4,ALL_IDENTICAL,UNIVERSAL
8.6.5,CI LS RT,Perform service and solution rollout,Perform service and solution rollout,Perform service and solution rollout,3,ALL_IDENTICAL,UNIVERSAL
8.6.5.1,CI LS RT,Conduct IT training,Conduct IT training,Conduct IT training,4,ALL_IDENTICAL,UNIVERSAL
8.6.5.2,CI LS RT,Prepare and distribute service/solution communications,Prepare and distribute service/solution communications,Prepare and distribute service/solution communications,4,ALL_IDENTICAL,UNIVERSAL
8.6.5.3,CI LS RT,Support organizational changes,Support organizational changes,Support organizational changes,4,ALL_IDENTICAL,UNIVERSAL
8.6.5.4,CI LS RT,Execute rollout plans,Execute rollout plans,Execute rollout plans,4,ALL_IDENTICAL,UNIVERSAL
8.6.5.5,CI LS RT,Provide rollout support,Provide rollout support,Provide rollout support,4,ALL_IDENTICAL,UNIVERSAL
8.6.5.6,CI LS RT,Manage rollout support capabilities,Manage rollout support capabilities,Manage rollout support capabilities,4,ALL_IDENTICAL,UNIVERSAL
8.6.5.7,CI LS RT,Monitor and record rollout issues,Monitor and record rollout issues,Monitor and record rollout issues,4,ALL_IDENTICAL,UNIVERSAL
8.7,CI LS RT,Create and manage support services/solutions,Create and manage support services/solutions,Create and manage support services/solutions,2,ALL_IDENTICAL,UNIVERSAL
8.7.1,CI LS RT,Define and establish service delivery strategy,Define and establish service delivery strategy,Define and establish service delivery strategy,3,ALL_IDENTICAL,UNIVERSAL
8.7.1.1,CI LS RT,Assess business objectives and IT service delivery,Assess business objectives and IT service delivery,Assess business objectives and IT service delivery,4,ALL_IDENTICAL,UNIVERSAL
8.7.1.2,CI LS RT,Define IT service delivery portfolio,Define IT service delivery portfolio,Define IT service delivery portfolio,4,ALL_IDENTICAL,UNIVERSAL
8.7.1.3,CI LS RT,Create and maintain IT service delivery model,Create and maintain IT service delivery model,Create and maintain IT service delivery model,4,ALL_IDENTICAL,UNIVERSAL
8.7.1.4,CI LS RT,Determine IT service delivery locations and activities,Determine IT service delivery locations and activities,Determine IT service delivery locations and activities,4,ALL_IDENTICAL,UNIVERSAL
8.7.1.5,CI LS RT,Define IT service delivery sourcing strategy,Define IT service delivery sourcing strategy,Define IT service delivery sourcing strategy,4,ALL_IDENTICAL,UNIVERSAL
8.7.2,CI LS RT,Define and develop service support strategy,Define and develop service support strategy,Define and develop service support strategy,3,ALL_IDENTICAL,UNIVERSAL
8.7.2.1,CI LS RT,Assess business objectives and IT service support delivery,Assess business objectives and IT service support delivery,Assess business objectives and IT service support delivery,4,ALL_IDENTICAL,UNIVERSAL
8.7.2.2,CI LS RT,Define IT service support portfolio,Define IT service support portfolio,Define IT service support portfolio,4,ALL_IDENTICAL,UNIVERSAL
8.7.2.3,CI LS RT,Create and maintain IT support model,Create and maintain IT support model,Create and maintain IT support model,4,ALL_IDENTICAL,UNIVERSAL
8.7.2.4,CI LS RT,Develop IT support service sourcing strategy,Develop IT support service sourcing strategy,Develop IT support service sourcing strategy,4,ALL_IDENTICAL,UNIVERSAL
8.7.2.5,CI LS RT,Establish support service framework,Establish support service framework,Establish support service framework,4,ALL_IDENTICAL,UNIVERSAL
8.7.2.6,CI LS RT,Provide service support tools and technology,Provide service support tools and technology,Provide service support tools and technology,4,ALL_IDENTICAL,UNIVERSAL
8.7.3,CI LS RT,Plan and manage service delivery control,Plan and manage service delivery control,Plan and manage service delivery control,3,ALL_IDENTICAL,UNIVERSAL
8.7.3.1,CI LS RT,Plan operational activities for IT service delivery,Plan operational activities for IT service delivery,Plan operational activities for IT service delivery,4,ALL_IDENTICAL,UNIVERSAL
8.7.3.1.1,CI LS RT,Schedule service delivery resources,Schedule service delivery resources,Schedule service delivery resources,5,ALL_IDENTICAL,UNIVERSAL
8.7.3.1.2,CI LS RT,Maintain/optimize batch job schedule,Maintain/optimize batch job schedule,Maintain/optimize batch job schedule,5,ALL_IDENTICAL,UNIVERSAL
8.7.3.1.3,CI LS RT,Schedule change/release windows,Schedule change/release windows,Schedule change/release windows,5,ALL_IDENTICAL,UNIVERSAL
8.7.3.1.4,CI LS RT,Schedule/optimize backup and archive activities,Schedule/optimize backup and archive activities,Schedule/optimize backup and archive activities,5,ALL_IDENTICAL,UNIVERSAL
8.7.3.1.5,CI LS RT,Balance operational workloads across available infrastructure components,Balance operational workloads across available infrastructure components,Balance operational workloads across available infrastructure components,5,ALL_IDENTICAL,UNIVERSAL
8.7.3.1.6,CI LS RT,Determine specific problem support procedures,Determine specific problem support procedures,Determine specific problem support procedures,5,ALL_IDENTICAL,UNIVERSAL
8.7.4,CI LS RT,Develop and manage infrastructure resource planning,Develop and manage infrastructure resource planning,Develop and manage infrastructure resource planning,3,ALL_IDENTICAL,UNIVERSAL
8.7.4.1,CI LS RT,Develop IT service delivery strategy,Develop IT service delivery strategy,Develop IT service delivery strategy,4,ALL_IDENTICAL,UNIVERSAL
8.7.4.2,CI LS RT,Assess IT infrastructure business objectives,Assess IT infrastructure business objectives,Assess IT infrastructure business objectives,4,ALL_IDENTICAL,UNIVERSAL
8.7.4.3,CI LS RT,Determine ongoing IT infrastructure capabilities,Determine ongoing IT infrastructure capabilities,Determine ongoing IT infrastructure capabilities,4,ALL_IDENTICAL,UNIVERSAL
8.7.4.4,CI LS RT,Plan IT infrastructure change,Plan IT infrastructure change,Plan IT infrastructure change,4,ALL_IDENTICAL,UNIVERSAL
8.7.4.5,CI LS RT,Plan and budget IT license usage volumes,Plan and budget IT license usage volumes,Plan and budget IT license usage volumes,4,ALL_IDENTICAL,UNIVERSAL
8.7.5,CI LS RT,Define service support planning,Define service support planning,Define service support planning,3,ALL_IDENTICAL,UNIVERSAL
8.7.5.1,CI LS RT,Understand IT support demand patterns,Understand IT support demand patterns,Understand IT support demand patterns,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.10,CI LS RT,Monitor IT service support performance,Monitor IT service support performance,Monitor IT service support performance,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.2,CI LS RT,"Determine required support resource levels, responsibilities, and capabilities","Determine required support resource levels, responsibilities, and capabilities","Determine required support resource levels, responsibilities, and capabilities",4,ALL_IDENTICAL,UNIVERSAL
8.7.5.3,CI LS RT,Maintain service support knowledge repository,Maintain service support knowledge repository,Maintain service support knowledge repository,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.4,CI LS RT,Maintain service support learning,Maintain service support learning,Maintain service support learning,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.5,CI LS RT,Communicate service support needs,Communicate service support needs,Communicate service support needs,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.6,CI LS RT,Define IT escalation mechanisms,Define IT escalation mechanisms,Define IT escalation mechanisms,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.7,CI LS RT,Manage IT service support resources,Manage IT service support resources,Manage IT service support resources,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.8,CI LS RT,Coordinate with external support providers,Coordinate with external support providers,Coordinate with external support providers,4,ALL_IDENTICAL,UNIVERSAL
8.7.5.9,CI LS RT,Triage IT service delivery incidents,Triage IT service delivery incidents,Triage IT service delivery incidents,4,ALL_IDENTICAL,UNIVERSAL
8.7.6,CI LS RT,Develop and manage service delivery operations,Develop and manage service delivery operations,Develop and manage service delivery operations,3,ALL_IDENTICAL,UNIVERSAL
8.7.6.1,CI LS RT,Operate and monitor online systems,Operate and monitor online systems,Operate and monitor online systems,4,ALL_IDENTICAL,UNIVERSAL
8.7.6.2,CI LS RT,Run and monitor batch job schedule,Run and monitor batch job schedule,Run and monitor batch job schedule,4,ALL_IDENTICAL,UNIVERSAL
8.7.6.3,CI LS RT,Manage service delivery workloads,Manage service delivery workloads,Manage service delivery workloads,4,ALL_IDENTICAL,UNIVERSAL
8.7.6.4,CI LS RT,Manage infrastructure performance and capacity,Manage infrastructure performance and capacity,Manage infrastructure performance and capacity,4,ALL_IDENTICAL,UNIVERSAL
8.7.6.5,CI LS RT,Respond to unplanned operational issues,Respond to unplanned operational issues,Respond to unplanned operational issues,4,ALL_IDENTICAL,UNIVERSAL
8.7.6.6,CI LS RT,Produce and distribute output media,Produce and distribute output media,Produce and distribute output media,4,ALL_IDENTICAL,UNIVERSAL
8.7.6.7,CI LS RT,Monitor IT infrastructure security,Monitor IT infrastructure security,Monitor IT infrastructure security,4,ALL_IDENTICAL,UNIVERSAL
8.7.6.8,CI LS RT,Manage IT infrastructure/data recovery,Manage IT infrastructure/data recovery,Manage IT infrastructure/data recovery,4,ALL_IDENTICAL,UNIVERSAL
8.7.7,CI LS RT,Manage infrastructure resource administration,Manage infrastructure resource administration,Manage infrastructure resource administration,3,ALL_IDENTICAL,UNIVERSAL
8.7.7.1,CI LS RT,Manage infrastructure configuration,Manage infrastructure configuration,Manage infrastructure configuration,4,ALL_IDENTICAL,UNIVERSAL
8.7.7.2,CI LS RT,Perform infrastructure component maintenance,Perform infrastructure component maintenance,Perform infrastructure component maintenance,4,ALL_IDENTICAL,UNIVERSAL
8.7.7.3,CI LS RT,Install/configure/upgrade infrastructure components,Install/configure/upgrade infrastructure components,Install/configure/upgrade infrastructure components,4,ALL_IDENTICAL,UNIVERSAL
8.7.7.4,CI LS RT,Maintain IT asset records,Maintain IT asset records,Maintain IT asset records,4,ALL_IDENTICAL,UNIVERSAL
8.7.7.5,CI LS RT,Administer IT licenses/user agreements,Administer IT licenses/user agreements,Administer IT licenses/user agreements,4,ALL_IDENTICAL,UNIVERSAL
8.7.7.6,CI LS RT,Provide IT infrastructure service and capabilities,Provide IT infrastructure service and capabilities,Provide IT infrastructure service and capabilities,4,ALL_IDENTICAL,UNIVERSAL
8.7.8,CI LS RT,Operate IT user support,Operate IT user support,Operate IT user support,3,ALL_IDENTICAL,UNIVERSAL
8.7.8.1,CI LS RT,Triage IT issues/requests,Triage IT issues/requests,Triage IT issues/requests,4,ALL_IDENTICAL,UNIVERSAL
8.7.8.2,CI LS RT,Provide IT resolution capabilities,Provide IT resolution capabilities,Provide IT resolution capabilities,4,ALL_IDENTICAL,UNIVERSAL
8.7.8.3,CI LS RT,Manage IT user requests,Manage IT user requests,Manage IT user requests,4,ALL_IDENTICAL,UNIVERSAL
8.7.8.4,CI LS RT,Escalate IT requests,Escalate IT requests,Escalate IT requests,4,ALL_IDENTICAL,UNIVERSAL
8.7.8.5,CI LS RT,Resolve IT issues/requests,Resolve IT issues/requests,Resolve IT issues/requests,4,ALL_IDENTICAL,UNIVERSAL
8.7.8.6,CI LS RT,Execute IT continuity and recovery action,Execute IT continuity and recovery action,Execute IT continuity and recovery action,4,ALL_IDENTICAL,UNIVERSAL
9.0,CI LS RT,Manage Financial Resources,Manage Financial Resources,Manage Financial Resources,1,ALL_IDENTICAL,UNIVERSAL
9.1,CI LS RT,Perform planning and management accounting,Perform planning and management accounting,Perform planning and management accounting,2,ALL_IDENTICAL,UNIVERSAL
9.1.1,CI LS RT,Perform planning/budgeting/forecasting,Perform planning/budgeting/forecasting,Perform planning/budgeting/forecasting,3,ALL_IDENTICAL,UNIVERSAL
9.1.1.1,CI LS RT,Develop and maintain budget policies and procedures,Develop and maintain budget policies and procedures,Develop and maintain budget policies and procedures,4,ALL_IDENTICAL,UNIVERSAL
9.1.1.2,CI LS RT,Prepare periodic budgets and plans,Prepare periodic budgets and plans,Prepare periodic budgets and plans,4,ALL_IDENTICAL,UNIVERSAL
9.1.1.3,CI LS RT,Operationalize and implement plans to achieve budget,Operationalize and implement plans to achieve budget,Operationalize and implement plans to achieve budget,4,ALL_IDENTICAL,UNIVERSAL
9.1.1.4,CI LS RT,Prepare periodic financial forecasts,Prepare periodic financial forecasts,Prepare periodic financial forecasts,4,ALL_IDENTICAL,UNIVERSAL
9.1.1.5,CI LS RT,Perform variance analysis against forecasts and budgets,Perform variance analysis against forecasts and budgets,Perform variance analysis against forecasts and budgets,4,ALL_IDENTICAL,UNIVERSAL
9.1.1.6,LS,,Develop project budgets,,4,,LS_SPECIFIC
9.1.2,CI LS RT,Perform cost accounting and control,Perform cost accounting and control,Perform cost accounting and control,3,ALL_IDENTICAL,UNIVERSAL
9.1.2.1,CI LS RT,Perform inventory accounting,Perform inventory accounting,Perform inventory accounting,4,ALL_IDENTICAL,UNIVERSAL
9.1.2.2,CI LS RT,Perform profit center accounting,Perform profit center accounting,Perform profit center accounting,4,ALL_IDENTICAL,UNIVERSAL
9.1.2.3,CI LS RT,Perform cost of sales analysis,Perform cost of sales analysis,Perform cost of sales analysis,4,ALL_IDENTICAL,UNIVERSAL
9.1.2.4,CI LS RT,Perform product costing,Perform product costing,Perform product costing,4,ALL_IDENTICAL,UNIVERSAL
9.1.2.5,CI LS RT,Perform variance analysis,Perform variance analysis,Perform variance analysis,4,ALL_IDENTICAL,UNIVERSAL
9.1.2.6,CI LS RT,Report on profitability,Report on profitability,Report on profitability,4,ALL_IDENTICAL,UNIVERSAL
9.1.3,CI LS RT,Perform cost management,Perform cost management,Perform cost management,3,ALL_IDENTICAL,UNIVERSAL
9.1.3.1,CI LS RT,Determine key cost drivers,Determine key cost drivers,Determine key cost drivers,4,ALL_IDENTICAL,UNIVERSAL
9.1.3.2,CI LS RT,Measure cost drivers,Measure cost drivers,Measure cost drivers,4,ALL_IDENTICAL,UNIVERSAL
9.1.3.3,CI LS RT,Determine critical activities,Determine critical activities,Determine critical activities,4,ALL_IDENTICAL,UNIVERSAL
9.1.3.4,CI LS RT,Manage asset resource deployment and utilization,Manage asset resource deployment and utilization,Manage asset resource deployment and utilization,4,ALL_IDENTICAL,UNIVERSAL
9.1.4,CI LS RT,Evaluate and manage financial performance,Evaluate and manage financial performance,Evaluate and manage financial performance,3,ALL_IDENTICAL,UNIVERSAL
9.1.4.1,CI LS RT,Assess customer and product profitability,Assess customer and product profitability,Assess customer and product profitability,4,ALL_IDENTICAL,UNIVERSAL
9.1.4.2,CI LS RT,Evaluate new products,Evaluate new products,Evaluate new products,4,ALL_IDENTICAL,UNIVERSAL
9.1.4.3,CI LS RT,Perform life cycle costing,Perform life cycle costing,Perform life cycle costing,4,ALL_IDENTICAL,UNIVERSAL
9.1.4.4,CI LS RT,Optimize customer and product mix,Optimize customer and product mix,Optimize customer and product mix,4,ALL_IDENTICAL,UNIVERSAL
9.1.4.5,CI LS RT,Track performance of new-customer and product strategies,Track performance of new-customer and product strategies,Track performance of new-customer and product strategies,4,ALL_IDENTICAL,UNIVERSAL
9.1.4.6,CI LS RT,Prepare activity-based performance measures,Prepare activity-based performance measures,Prepare activity-based performance measures,4,ALL_IDENTICAL,UNIVERSAL
9.1.4.7,CI LS RT,Manage continuous cost improvement,Manage continuous cost improvement,Manage continuous cost improvement,4,ALL_IDENTICAL,UNIVERSAL
9.10,CI LS RT,Manage international funds/consolidation,Manage international funds/consolidation,Manage international funds/consolidation,2,ALL_IDENTICAL,UNIVERSAL
9.10.1,CI LS RT,Monitor international rates,Monitor international rates,Monitor international rates,3,ALL_IDENTICAL,UNIVERSAL
9.10.2,CI LS RT,Manage transactions,Manage transactions,Manage transactions,3,ALL_IDENTICAL,UNIVERSAL
9.10.3,CI LS RT,Monitor currency exposure/hedge currency,Monitor currency exposure/hedge currency,Monitor currency exposure/hedge currency,3,ALL_IDENTICAL,UNIVERSAL
9.10.4,CI LS RT,Report results,Report results,Report results,3,ALL_IDENTICAL,UNIVERSAL
9.11,CI LS RT,Perform global trade services,Perform global trade services,Perform global trade services,2,ALL_IDENTICAL,UNIVERSAL
9.11.1,CI LS RT,Screen sanctioned party list,Screen sanctioned party list,Screen sanctioned party list,3,ALL_IDENTICAL,UNIVERSAL
9.11.10,CI LS RT,Prepare letter of credit,Prepare letter of credit,Prepare letter of credit,3,ALL_IDENTICAL,UNIVERSAL
9.11.2,CI LS RT,Control exports and imports,Control exports and imports,Control exports and imports,3,ALL_IDENTICAL,UNIVERSAL
9.11.3,CI LS RT,Classify products,Classify products,Classify products,3,ALL_IDENTICAL,UNIVERSAL
9.11.4,CI LS RT,Perform currency conversion,Perform currency conversion,Perform currency conversion,3,ALL_IDENTICAL,UNIVERSAL
9.11.5,CI LS RT,Calculate duty,Calculate duty,Calculate duty,3,ALL_IDENTICAL,UNIVERSAL
9.11.6,CI LS RT,Communicate with customs,Communicate with customs,Communicate with customs,3,ALL_IDENTICAL,UNIVERSAL
9.11.7,CI LS RT,Document trade,Document trade,Document trade,3,ALL_IDENTICAL,UNIVERSAL
9.11.8,CI LS RT,Process trade preferences,Process trade preferences,Process trade preferences,3,ALL_IDENTICAL,UNIVERSAL
9.11.9,CI LS RT,Handle restitution,Handle restitution,Handle restitution,3,ALL_IDENTICAL,UNIVERSAL
9.2,CI LS RT,Perform revenue accounting,Perform revenue accounting,Perform revenue accounting,2,ALL_IDENTICAL,UNIVERSAL
9.2.1,CI LS RT,Process customer credit,Process customer credit,Process customer credit,3,ALL_IDENTICAL,UNIVERSAL
9.2.1.1,CI LS RT,Establish credit policies,Establish credit policies,Establish credit policies,4,ALL_IDENTICAL,UNIVERSAL
9.2.1.2,CI LS RT,Analyze/Approve new account applications,Analyze/Approve new account applications,Analyze/Approve new account applications,4,ALL_IDENTICAL,UNIVERSAL
9.2.1.3,CI LS RT,Analyze credit scoring history,Analyze credit scoring history,Analyze credit scoring history,4,ALL_IDENTICAL,UNIVERSAL
9.2.1.4,CI LS RT,Forecast credit scoring requirement,Forecast credit scoring requirement,Forecast credit scoring requirement,4,ALL_IDENTICAL,UNIVERSAL
9.2.1.5,CI LS RT,Review existing accounts,Review existing accounts,Review existing accounts,4,ALL_IDENTICAL,UNIVERSAL
9.2.1.6,CI LS RT,Produce credit/collection reports,Produce credit/collection reports,Produce credit/collection reports,4,ALL_IDENTICAL,UNIVERSAL
9.2.1.7,CI LS RT,Reinstate or suspend accounts based on credit policies,Reinstate or suspend accounts based on credit policies,Reinstate or suspend accounts based on credit policies,4,ALL_IDENTICAL,UNIVERSAL
9.2.2,CI LS RT,Invoice customer,Invoice customer,Invoice customer,3,ALL_IDENTICAL,UNIVERSAL
9.2.2.1,CI LS RT,Maintain customer/product master files,Maintain customer/product master files,Maintain customer/product master files,4,ALL_IDENTICAL,UNIVERSAL
9.2.2.2,CI LS RT,Generate customer billing data,Generate customer billing data,Generate customer billing data,4,ALL_IDENTICAL,UNIVERSAL
9.2.2.3,CI LS RT,Transmit billing data to customers,Transmit billing data to customers,Transmit billing data to customers,4,ALL_IDENTICAL,UNIVERSAL
9.2.2.4,CI LS RT,Post receivable entries,Post receivable entries,Post receivable entries,4,ALL_IDENTICAL,UNIVERSAL
9.2.2.5,CI LS RT,Resolve customer billing inquiries,Resolve customer billing inquiries,Resolve customer billing inquiries,4,ALL_IDENTICAL,UNIVERSAL
9.2.3,CI LS RT,Process accounts receivable (AR),Process accounts receivable (AR),Process accounts receivable (AR),3,ALL_IDENTICAL,UNIVERSAL
9.2.3.1,CI LS RT,Establish AR policies,Establish AR policies,Establish AR policies,4,ALL_IDENTICAL,UNIVERSAL
9.2.3.2,CI LS RT,Receive/Deposit customer payments,Receive/Deposit customer payments,Receive/Deposit customer payments,4,ALL_IDENTICAL,UNIVERSAL
9.2.3.3,CI LS RT,Apply cash remittances,Apply cash remittances,Apply cash remittances,4,ALL_IDENTICAL,UNIVERSAL
9.2.3.4,CI LS RT,Prepare AR reports,Prepare AR reports,Prepare AR reports,4,ALL_IDENTICAL,UNIVERSAL
9.2.3.5,CI LS RT,Post AR activity to the general ledger,Post AR activity to the general ledger,Post AR activity to the general ledger,4,ALL_IDENTICAL,UNIVERSAL
9.2.4,CI LS RT,Manage and process collections,Manage and process collections,Manage and process collections,3,ALL_IDENTICAL,UNIVERSAL
9.2.4.1,CI LS RT,Establish policies for delinquent accounts,Establish policies for delinquent accounts,Establish policies for delinquent accounts,4,ALL_IDENTICAL,UNIVERSAL
9.2.4.2,CI LS RT,Analyze delinquent account balances,Analyze delinquent account balances,Analyze delinquent account balances,4,ALL_IDENTICAL,UNIVERSAL
9.2.4.3,CI LS RT,Correspond/Negotiate with delinquent accounts,Correspond/Negotiate with delinquent accounts,Correspond/Negotiate with delinquent accounts,4,ALL_IDENTICAL,UNIVERSAL
9.2.4.4,CI LS RT,Discuss account resolution with internal parties,Discuss account resolution with internal parties,Discuss account resolution with internal parties,4,ALL_IDENTICAL,UNIVERSAL
9.2.4.5,CI LS RT,Process adjustments/write off balances,Process adjustments/write off balances,Process adjustments/write off balances,4,ALL_IDENTICAL,UNIVERSAL
9.2.4.6,CI LS RT,Perform recovery workout,Perform recovery workout,Perform recovery workout,4,ALL_IDENTICAL,UNIVERSAL
9.2.4.7,CI LS RT,Manage default accounts,Manage default accounts,Manage default accounts,4,ALL_IDENTICAL,UNIVERSAL
9.2.5,CI LS RT,Manage and process adjustments/deductions,Manage and process adjustments/deductions,Manage and process adjustments/deductions,3,ALL_IDENTICAL,UNIVERSAL
9.2.5.1,CI LS RT,Establish policies/procedures for adjustments,Establish policies/procedures for adjustments,Establish policies/procedures for adjustments,4,ALL_IDENTICAL,UNIVERSAL
9.2.5.2,CI LS RT,Analyze adjustments,Analyze adjustments,Analyze adjustments,4,ALL_IDENTICAL,UNIVERSAL
9.2.5.3,CI LS RT,Correspond/Negotiate with customer,Correspond/Negotiate with customer,Correspond/Negotiate with customer,4,ALL_IDENTICAL,UNIVERSAL
9.2.5.4,CI LS RT,Discuss resolution with internal parties,Discuss resolution with internal parties,Discuss resolution with internal parties,4,ALL_IDENTICAL,UNIVERSAL
9.2.5.5,CI LS RT,Prepare chargeback invoices,Prepare chargeback invoices,Prepare chargeback invoices,4,ALL_IDENTICAL,UNIVERSAL
9.2.5.6,CI LS RT,Process related entries,Process related entries,Process related entries,4,ALL_IDENTICAL,UNIVERSAL
9.3,CI LS RT,Perform general accounting and reporting,Perform general accounting and reporting,Perform general accounting and reporting,2,ALL_IDENTICAL,UNIVERSAL
9.3.1,CI LS RT,Manage financial policies and procedures,Manage policies and procedures,Manage policies and procedures,3,DIFFERENT,UNIVERSAL
9.3.1.1,CI LS RT,Negotiate service-level agreements,Negotiate service-level agreements,Negotiate service-level agreements,4,ALL_IDENTICAL,UNIVERSAL
9.3.1.2,CI LS RT,Establish accounting policies,Establish accounting policies,Establish accounting policies,4,ALL_IDENTICAL,UNIVERSAL
9.3.1.3,CI LS RT,Publish accounting policies,Publish accounting policies,Publish accounting policies,4,ALL_IDENTICAL,UNIVERSAL
9.3.1.4,CI LS RT,Set and enforce approval limits,Set and enforce approval limits,Set and enforce approval limits,4,ALL_IDENTICAL,UNIVERSAL
9.3.1.5,CI LS RT,Establish common financial systems,Establish common financial systems,Establish common financial systems,4,ALL_IDENTICAL,UNIVERSAL
9.3.2,CI LS RT,Perform general accounting,Perform general accounting,Perform general accounting,3,ALL_IDENTICAL,UNIVERSAL
9.3.2.1,CI LS RT,Maintain chart of accounts,Maintain chart of accounts,Maintain chart of accounts,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.2,CI LS RT,Process journal entries,Process journal entries,Process journal entries,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.3,CI LS RT,Process allocations,Process allocations,Process allocations,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.4,CI LS RT,Process period end adjustments,Process period end adjustments,Process period end adjustments,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.5,CI LS RT,Post and reconcile intercompany transactions,Post and reconcile intercompany transactions,Post and reconcile intercompany transactions,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.6,CI LS RT,Reconcile general ledger accounts,Reconcile general ledger accounts,Reconcile general ledger accounts,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.7,CI LS RT,Perform consolidations and process eliminations,Perform consolidations and process eliminations,Perform consolidations and process eliminations,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.8,CI LS RT,Prepare trial balance,Prepare trial balance,Prepare trial balance,4,ALL_IDENTICAL,UNIVERSAL
9.3.2.9,CI LS RT,Prepare and post management adjustments,Prepare and post management adjustments,Prepare and post management adjustments,4,ALL_IDENTICAL,UNIVERSAL
9.3.3,CI LS RT,Perform fixed-asset accounting,Perform fixed-asset accounting,Perform fixed-asset accounting,3,ALL_IDENTICAL,UNIVERSAL
9.3.3.1,CI LS RT,Establish fixed-asset policies and procedures,Establish fixed-asset policies and procedures,Establish fixed-asset policies and procedures,4,ALL_IDENTICAL,UNIVERSAL
9.3.3.2,CI LS RT,Maintain fixed-asset master data files,Maintain fixed-asset master data files,Maintain fixed-asset master data files,4,ALL_IDENTICAL,UNIVERSAL
9.3.3.3,CI LS RT,Process and record fixed-asset additions and retires,Process and record fixed-asset additions and retires,Process and record fixed-asset additions and retires,4,ALL_IDENTICAL,UNIVERSAL
9.3.3.4,CI LS RT,"Process and record fixed-asset adjustments, enhancements, revaluations, and transfers","Process and record fixed-asset adjustments, enhancements, revaluations, and transfers","Process and record fixed-asset adjustments, enhancements, revaluations, and transfers",4,ALL_IDENTICAL,UNIVERSAL
9.3.3.5,CI LS RT,Process and record fixed-asset maintenance and repair expenses,Process and record fixed-asset maintenance and repair expenses,Process and record fixed-asset maintenance and repair expenses,4,ALL_IDENTICAL,UNIVERSAL
9.3.3.6,CI LS RT,Calculate and record depreciation expense,Calculate and record depreciation expense,Calculate and record depreciation expense,4,ALL_IDENTICAL,UNIVERSAL
9.3.3.7,CI LS RT,Reconcile fixed-asset ledger,Reconcile fixed-asset ledger,Reconcile fixed-asset ledger,4,ALL_IDENTICAL,UNIVERSAL
9.3.3.8,CI LS RT,Track fixed-assets including physical inventory,Track fixed-assets including physical inventory,Track fixed-assets including physical inventory,4,ALL_IDENTICAL,UNIVERSAL
9.3.3.9,CI LS RT,"Provide fixed-asset data to support tax, statutory, and regulatory reporting","Provide fixed-asset data to support tax, statutory, and regulatory reporting","Provide fixed-asset data to support tax, statutory, and regulatory reporting",4,ALL_IDENTICAL,UNIVERSAL
9.3.4,CI LS RT,Perform financial reporting,Perform financial reporting,Perform financial reporting,3,ALL_IDENTICAL,UNIVERSAL
9.3.4.1,CI LS RT,Prepare business unit financial statements,Prepare business unit financial statements,Prepare business unit financial statements,4,ALL_IDENTICAL,UNIVERSAL
